,memberID,date,amount
4956,L100737,2022-07-28,890
4957,L101073,2022-07-28,1561
4958,L103212,2022-07-28,935
4959,L101707,2022-07-28,804
4961,L101371,2022-07-28,937
4962,L101353,2022-07-28,782
4963,L101132,2022-07-28,715
4964,L101330,2022-07-28,1613
4965,L101069,2022-07-28,673
4966,L102010,2022-07-28,907
4967,L103249,2022-07-28,425
4968,L101083,2022-07-28,914
4969,L103189,2022-07-28,1585
4970,L101970,2022-07-28,1716
4971,L101144,2022-07-28,685
4972,L103407,2022-07-28,482
4973,L101319,2022-07-28,298
4974,L101958,2022-07-28,193
4975,L102766,2022-07-28,781
4976,L100759,2022-07-28,1193
4977,L100127,2022-07-28,363
4978,L102284,2022-07-28,632
4979,L101969,2022-07-28,1041
4980,L101971,2022-07-28,376
4981,L103135,2022-07-28,676
4982,L102617,2022-07-29,948
4983,L101478,2022-07-29,2219
4984,L102775,2022-07-29,766
4985,L101120,2022-07-29,1287
4986,L100474,2022-07-29,699
4987,L103413,2022-07-29,235
4988,L101087,2022-07-29,762
4989,L100485,2022-07-29,595
4990,L100145,2022-07-29,909
4991,L100441,2022-07-29,1021
4992,L100736,2022-07-29,873
4993,L101347,2022-07-29,1136
4994,L102583,2022-07-29,1275
4995,L101631,2022-07-29,858
4996,L101941,2022-07-29,941
4997,L102796,2022-07-29,722
4998,L103461,2022-07-29,982
4999,L101113,2022-07-29,1186
5000,L103433,2022-07-29,667
5001,L103090,2022-07-29,1563
5002,L101384,2022-07-29,1007
5003,L101920,2022-07-29,1191
5004,L102112,2022-07-29,1035
5005,L103128,2022-07-29,1221
5006,L100780,2022-07-29,449
5007,L101127,2022-07-30,232
5008,L101402,2022-07-30,965
5009,L103403,2022-07-30,1117
5010,L101963,2022-07-30,618
5011,L102773,2022-07-30,720
5012,L101699,2022-07-30,804
5013,L101698,2022-07-30,471
5014,L102601,2022-07-30,398
5015,L101345,2022-07-30,1368
5016,L101106,2022-07-30,375
5017,L101045,2022-07-30,858
5018,L101921,2022-07-30,761
5019,L101340,2022-07-30,597
5020,L101104,2022-07-30,1050
5021,L101644,2022-07-30,967
5022,L101915,2022-07-30,901
5023,L100766,2022-07-30,826
5024,L103427,2022-07-30,582
5025,L100774,2022-07-30,718
5026,L103099,2022-07-30,311
5027,L103175,2022-07-30,808
5028,L100809,2022-07-30,1419
5029,L100733,2022-07-30,1244
5030,L103098,2022-07-30,1103
5031,L100119,2022-07-30,925
5032,L102787,2022-07-30,1300
5033,L102306,2022-07-30,717
5034,L100108,2022-07-30,661
5035,L102304,2022-07-30,640
5036,L100425,2022-07-30,1586
5037,L101109,2022-07-30,970
5038,L102300,2022-07-30,614
5039,L102145,2022-07-30,425
5040,L100410,2022-07-30,1241
5041,L103444,2022-07-30,990
5042,L101071,2022-07-30,477
5043,L103440,2022-07-30,451
5044,L101702,2022-07-31,1752
5045,L102765,2022-07-31,708
5046,L103425,2022-07-31,560
5047,L100562,2022-07-31,619
5048,L103182,2022-07-31,951
5049,L102790,2022-07-31,691
5050,L102110,2022-07-31,333
5051,L102785,2022-07-31,799
5052,L102294,2022-07-31,368
5053,L102123,2022-07-31,1479
5054,L100748,2022-07-31,829
5055,L102136,2022-07-31,1268
5056,L103200,2022-07-31,747
5057,L100477,2022-07-31,450
5058,L101351,2022-07-31,246
5060,L101981,2022-07-31,1871
5061,L103432,2022-07-31,1444
5062,L101044,2022-07-31,240
5063,L100585,2022-07-31,874
5064,L103101,2022-07-31,791
5065,L103199,2022-07-31,1128
5066,L101975,2022-07-31,2069
5067,L103215,2022-07-31,980
5068,L101679,2022-07-31,1241
5069,L100499,2022-07-31,1090
5070,L101639,2022-07-31,968
5071,L102120,2022-07-31,1703
5072,L101336,2022-07-31,825
5073,L101423,2022-07-31,250
5074,L103187,2022-07-31,866
5075,L101997,2022-07-31,364
5076,L101059,2022-08-01,1116
5077,L102319,2022-08-01,610
5078,L101697,2022-08-01,1426
5079,L100434,2022-08-01,1087
5080,L102779,2022-08-01,788
5081,L103196,2022-08-01,1134
5082,L100561,2022-08-01,821
5083,L101363,2022-08-01,753
5084,L100765,2022-08-01,1321
5085,L101632,2022-08-01,742
5086,L101031,2022-08-01,597
5087,L102582,2022-08-01,1897
5088,L100108,2022-08-01,448
5089,L103184,2022-08-01,924
5090,L102782,2022-08-01,723
5091,L102612,2022-08-01,1357
5092,L101048,2022-08-01,817
5094,L101993,2022-08-01,693
5095,L100738,2022-08-01,771
5096,L100152,2022-08-01,419
5097,L101646,2022-08-01,1523
5098,L100746,2022-08-01,857
5099,L102302,2022-08-01,738
5100,L102623,2022-08-01,1448
5101,L101066,2022-08-01,692
5102,L101042,2022-08-01,1532
5103,L101374,2022-08-01,1726
5104,L100469,2022-08-01,1353
5105,L101469,2022-08-01,1112
5106,L101668,2022-08-01,1247
5107,L102115,2022-08-02,1230
5108,L100539,2022-08-02,1120
5109,L103159,2022-08-02,1288
5110,L100571,2022-08-02,406
5111,L100456,2022-08-02,1351
5112,L101667,2022-08-02,1032
5113,L102815,2022-08-02,1588
5114,L101480,2022-08-02,1184
5115,L101084,2022-08-02,478
5116,L103114,2022-08-02,255
5117,L101075,2022-08-02,1075
5118,L103150,2022-08-02,1572
5119,L101719,2022-08-02,1029
5120,L101153,2022-08-02,511
5121,L102111,2022-08-02,1104
5122,L101091,2022-08-02,1481
5123,L101741,2022-08-02,1144
5124,L103286,2022-08-02,1031
5125,L100445,2022-08-02,122
5126,L101325,2022-08-02,890
5127,L100502,2022-08-02,1116
5128,L102581,2022-08-02,1395
5129,L102802,2022-08-02,1361
5130,L103402,2022-08-02,475
5131,L100440,2022-08-02,324
5132,L100134,2022-08-02,1173
5133,L101080,2022-08-02,1190
5134,L102773,2022-08-02,765
5135,L102108,2022-08-03,326
5136,L101622,2022-08-03,1047
5137,L101617,2022-08-03,980
5138,L101618,2022-08-03,230
5139,L102754,2022-08-03,1280
5140,L101619,2022-08-03,708
5141,L100555,2022-08-03,1225
5142,L101301,2022-08-03,1417
5143,L101621,2022-08-03,1044
5144,L100392,2022-08-03,559
5145,L100385,2022-08-03,716
5146,L101038,2022-08-03,949
5148,L101620,2022-08-03,920
5149,L100369,2022-08-03,622
5150,L100721,2022-08-03,730
5151,L100393,2022-08-03,927
5152,L100722,2022-08-03,636
5153,L103397,2022-08-03,673
5154,L100396,2022-08-03,1285
5155,L100380,2022-08-03,1287
5156,L103075,2022-08-03,840
5157,L100376,2022-08-03,842
5158,L100104,2022-08-03,248
5159,L103396,2022-08-03,1446
5160,L100374,2022-08-03,1249
5161,L102110,2022-08-03,410
5162,L101302,2022-08-03,1051
5163,L102756,2022-08-03,1545
5164,L102755,2022-08-03,879
5165,L103076,2022-08-03,760
5166,L100381,2022-08-03,1654
5167,L102586,2022-08-03,1301
5168,L101303,2022-08-03,391
5169,L103077,2022-08-03,880
5170,L103089,2022-08-03,1428
5171,L103078,2022-08-03,1358
5172,L103087,2022-08-03,1370
5173,L100718,2022-08-03,930
5174,L101296,2022-08-03,742
5175,L103147,2022-08-03,931
5176,L101892,2022-08-03,1052
5177,L100101,2022-08-03,594
5178,L100378,2022-08-03,376
5179,L101893,2022-08-03,747
5180,L103083,2022-08-03,942
5181,L103082,2022-08-03,1087
5182,L100375,2022-08-03,583
5183,L101886,2022-08-03,629
5184,L101894,2022-08-03,1555
5185,L100717,2022-08-03,1383
5186,L101895,2022-08-03,1319
5187,L103084,2022-08-03,693
5188,L102124,2022-08-03,942
5189,L103086,2022-08-03,1072
5190,L100095,2022-08-03,845
5191,L101068,2022-08-03,1311
5192,L101889,2022-08-03,1029
5193,L100394,2022-08-03,1287
5194,L100098,2022-08-03,430
5195,L103085,2022-08-03,565
5196,L100097,2022-08-03,998
5197,L101887,2022-08-03,305
5198,L100377,2022-08-03,1035
5199,L101890,2022-08-03,1284
5200,L100099,2022-08-03,712
5201,L100100,2022-08-03,1024
5202,L101294,2022-08-03,667
5203,L103211,2022-08-03,628
5204,L101295,2022-08-03,1409
5205,L100096,2022-08-03,633
5206,L101891,2022-08-03,568
5207,L100442,2022-08-03,478
5208,L101300,2022-08-03,1008
5209,L101896,2022-08-03,1061
5210,L100102,2022-08-03,649
5211,L101903,2022-08-03,70
5212,L101888,2022-08-03,1436
5213,L100091,2022-08-03,702
5214,L100090,2022-08-03,592
5215,L101058,2022-08-03,1381
5216,L101904,2022-08-03,887
5217,L102315,2022-08-03,779
5218,L101905,2022-08-03,1186
5219,L103080,2022-08-03,1877
5220,L100720,2022-08-03,1070
5221,L100724,2022-08-03,758
5222,L100395,2022-08-03,713
5223,L103079,2022-08-03,1348
5224,L100723,2022-08-03,1614
5225,L100170,2022-08-03,878
5226,L100092,2022-08-03,726
5227,L100379,2022-08-03,456
5228,L101902,2022-08-03,1013
5229,L101901,2022-08-03,794
5230,L103088,2022-08-03,780
5231,L101298,2022-08-03,1684
5232,L102753,2022-08-03,1014
5233,L100094,2022-08-03,935
5234,L103081,2022-08-03,814
5235,L100725,2022-08-03,973
5236,L101897,2022-08-03,1245
5237,L101297,2022-08-03,1069
5238,L101885,2022-08-03,1064
5239,L101899,2022-08-03,271
5240,L100147,2022-08-03,946
5241,L100103,2022-08-03,848
5242,L101900,2022-08-03,849
5243,L100093,2022-08-03,527
5244,L101299,2022-08-03,946
5245,L100719,2022-08-03,505
5246,L101898,2022-08-03,738
5247,L103071,2022-08-03,922
5248,L101628,2022-08-03,102
5249,L101623,2022-08-03,455
5250,L101016,2022-08-03,637
5251,L101311,2022-08-03,512
5252,L101015,2022-08-03,426
5253,L102739,2022-08-03,601
5254,L102107,2022-08-03,1196
5255,L101014,2022-08-03,888
5256,L101013,2022-08-03,137
5257,L101012,2022-08-03,1296
5258,L102737,2022-08-03,895
5259,L102555,2022-08-03,302
5260,L101011,2022-08-03,601
5261,L102556,2022-08-03,936
5262,L101010,2022-08-03,1212
5263,L100474,2022-08-03,563
5264,L102785,2022-08-03,703
5265,L102554,2022-08-03,310
5266,L101009,2022-08-03,602
5267,L102740,2022-08-03,1133
5268,L102741,2022-08-03,174
5269,L103288,2022-08-03,1170
5270,L102746,2022-08-03,891
5271,L101308,2022-08-03,735
5272,L102745,2022-08-03,580
5273,L101021,2022-08-03,746
5274,L102744,2022-08-03,806
5275,L102743,2022-08-03,407
5276,L101309,2022-08-03,875
5277,L100370,2022-08-03,1074
5278,L102553,2022-08-03,1577
5279,L101020,2022-08-03,394
5280,L101019,2022-08-03,941
5281,L102742,2022-08-03,425
5282,L101018,2022-08-03,1055
5283,L101310,2022-08-03,553
5284,L101017,2022-08-03,567
5285,L102747,2022-08-03,860
5286,L101008,2022-08-03,843
5287,L100388,2022-08-03,1171
5288,L102595,2022-08-03,328
5289,L103392,2022-08-03,1231
5290,L103065,2022-08-03,1329
5291,L103393,2022-08-03,748
5292,L100745,2022-08-03,1256
5293,L100391,2022-08-03,988
5294,L103394,2022-08-03,304
5295,L103066,2022-08-03,598
5296,L103067,2022-08-03,112
5297,L103395,2022-08-03,1615
5298,L100416,2022-08-03,1143
5299,L103068,2022-08-03,844
5300,L103069,2022-08-03,1653
5301,L103070,2022-08-03,1457
5302,L103072,2022-08-03,1022
5303,L102270,2022-08-03,1033
5304,L101007,2022-08-03,1723
5305,L102269,2022-08-03,610
5306,L102267,2022-08-03,717
5307,L101006,2022-08-03,528
5308,L100383,2022-08-03,1284
5309,L101005,2022-08-03,775
5310,L101004,2022-08-03,730
5311,L101003,2022-08-03,859
5312,L102558,2022-08-03,1589
5313,L100384,2022-08-03,610
5314,L102559,2022-08-03,1122
5315,L100372,2022-08-03,1301
5316,L102264,2022-08-03,774
5317,L102265,2022-08-03,142
5319,L100371,2022-08-03,1538
5320,L100387,2022-08-03,640
5321,L102266,2022-08-03,1082
5322,L102268,2022-08-03,793
5323,L101022,2022-08-03,1568
5324,L102738,2022-08-03,1092
5325,L102100,2022-08-03,940
5326,L100105,2022-08-03,1933
5327,L100386,2022-08-03,1415
5328,L101026,2022-08-03,599
5329,L102749,2022-08-03,1102
5330,L102750,2022-08-03,774
5331,L103073,2022-08-03,1063
5332,L100389,2022-08-03,791
5333,L100373,2022-08-03,1302
5334,L100390,2022-08-03,977
5335,L102101,2022-08-03,1374
5336,L102102,2022-08-03,600
5337,L103107,2022-08-03,407
5338,L101630,2022-08-03,431
5339,L102103,2022-08-03,1070
5340,L102104,2022-08-03,781
5341,L102105,2022-08-03,987
5343,L102588,2022-08-03,794
5344,L102791,2022-08-03,703
5345,L101629,2022-08-03,1065
5346,L102751,2022-08-03,155
5347,L103074,2022-08-03,1091
5348,L101627,2022-08-03,652
5349,L102106,2022-08-03,935
5350,L101304,2022-08-03,1172
5351,L101626,2022-08-03,992
5352,L102752,2022-08-03,1099
5353,L101625,2022-08-03,314
5354,L101624,2022-08-03,1032
5355,L101305,2022-08-03,1952
5356,L101025,2022-08-03,1022
5357,L102557,2022-08-03,757
5358,L101306,2022-08-03,502
5359,L101307,2022-08-03,1193
5360,L100382,2022-08-03,866
5361,L101024,2022-08-03,969
5362,L102748,2022-08-03,2014
5363,L101023,2022-08-03,573
5364,L103398,2022-08-03,1017
5366,L102778,2022-08-04,659
5367,L102776,2022-08-04,979
5368,L101699,2022-08-04,977
5369,L101902,2022-08-04,1035
5370,L103245,2022-08-04,820
5371,L102558,2022-08-04,1919
5372,L102005,2022-08-04,639
5373,L102585,2022-08-04,1171
5374,L103165,2022-08-04,855
5375,L101399,2022-08-04,1740
5376,L101465,2022-08-04,1043
5377,L103208,2022-08-04,1512
5378,L101911,2022-08-04,1053
5379,L100534,2022-08-04,1121
5380,L102789,2022-08-04,875
5381,L100530,2022-08-04,254
5382,L103128,2022-08-04,1388
5383,L101431,2022-08-04,460
5384,L100454,2022-08-04,1008
5385,L101687,2022-08-04,1114
5386,L100138,2022-08-04,462
5387,L103190,2022-08-04,969
5388,L102567,2022-08-04,963
5389,L101004,2022-08-05,689
5390,L102294,2022-08-05,326
5391,L102595,2022-08-05,460
5392,L100780,2022-08-05,445
5393,L102800,2022-08-05,1271
5394,L100754,2022-08-05,995
5395,L101629,2022-08-05,1045
5396,L100738,2022-08-05,746
5397,L103404,2022-08-05,364
5398,L100384,2022-08-05,596
5399,L103093,2022-08-05,918
5400,L102321,2022-08-05,1157
5401,L102265,2022-08-05,426
5402,L100727,2022-08-05,1123
5403,L103177,2022-08-05,978
5404,L101020,2022-08-05,468
5405,L101424,2022-08-05,1922
5406,L100427,2022-08-05,1173
5407,L101425,2022-08-05,864
5408,L103192,2022-08-05,1566
5409,L103072,2022-08-05,863
5410,L103187,2022-08-05,659
5411,L101337,2022-08-05,117
5412,L102310,2022-08-05,883
5413,L100544,2022-08-05,1441
5414,L101379,2022-08-05,815
5415,L103146,2022-08-05,756
5416,L101918,2022-08-05,943
5417,L102738,2022-08-05,1041
5418,L103135,2022-08-05,406
5419,L100429,2022-08-05,369
5420,L101409,2022-08-05,774
5421,L102115,2022-08-05,1259
5422,L100148,2022-08-05,704
5423,L103131,2022-08-05,1355
5424,L100388,2022-08-05,1253
5425,L101325,2022-08-05,1090
5426,L101049,2022-08-05,1096
5427,L101045,2022-08-05,631
5428,L100432,2022-08-05,1017
5429,L101701,2022-08-05,536
5430,L100132,2022-08-05,1104
5431,L103480,2022-08-05,1722
5432,L103145,2022-08-05,878
5433,L101964,2022-08-05,1075
5434,L102143,2022-08-06,720
5435,L102277,2022-08-06,283
5436,L103120,2022-08-06,577
5437,L100371,2022-08-06,1488
5439,L100778,2022-08-06,444
5440,L101072,2022-08-06,452
5441,L103092,2022-08-06,972
5442,L103409,2022-08-06,958
5443,L101886,2022-08-06,718
5444,L101652,2022-08-06,886
5445,L103431,2022-08-06,934
5446,L103075,2022-08-06,583
5447,L103108,2022-08-06,609
5448,L102606,2022-08-06,1282
5449,L103151,2022-08-06,716
5450,L103121,2022-08-06,1173
5451,L101349,2022-08-06,1051
5452,L101342,2022-08-06,1050
5453,L102308,2022-08-06,1376
5454,L101939,2022-08-06,1712
5455,L101423,2022-08-06,248
5456,L100739,2022-08-06,1669
5457,L103213,2022-08-06,367
5458,L102784,2022-08-06,608
5459,L100752,2022-08-06,551
5460,L102580,2022-08-06,718
5461,L100120,2022-08-07,902
5462,L100106,2022-08-07,538
5463,L103163,2022-08-07,776
5464,L101637,2022-08-07,1064
5465,L101671,2022-08-07,1786
5466,L101107,2022-08-07,1502
5467,L103270,2022-08-07,313
5468,L101359,2022-08-07,1016
5469,L102578,2022-08-07,925
5470,L100515,2022-08-07,1364
5471,L101442,2022-08-07,1103
5472,L102592,2022-08-07,792
5473,L103443,2022-08-07,714
5474,L102265,2022-08-07,446
5475,L101949,2022-08-07,185
5476,L102022,2022-08-07,512
5477,L101388,2022-08-07,1179
5478,L101709,2022-08-07,676
5479,L101326,2022-08-07,833
5480,L101908,2022-08-07,679
5481,L102128,2022-08-07,873
5482,L100748,2022-08-07,814
5483,L101383,2022-08-08,1328
5484,L101372,2022-08-08,397
5485,L100126,2022-08-08,1048
5486,L101458,2022-08-08,558
5487,L103217,2022-08-08,1297
5488,L102581,2022-08-08,1236
5489,L100577,2022-08-08,1285
5490,L100423,2022-08-08,471
5491,L100442,2022-08-08,841
5492,L100160,2022-08-08,1254
5493,L102582,2022-08-08,1674
5494,L103227,2022-08-08,1532
5495,L102291,2022-08-08,1236
5496,L103153,2022-08-08,1400
5497,L101417,2022-08-08,1432
5498,L103110,2022-08-08,959
5499,L100428,2022-08-08,703
5500,L102301,2022-08-08,1418
5501,L101992,2022-08-08,1007
5502,L101311,2022-08-08,546
5503,L100761,2022-08-08,880
5504,L102134,2022-08-08,635
5505,L101891,2022-08-08,891
5506,L103437,2022-08-08,936
5507,L101337,2022-08-08,241
5508,L100759,2022-08-08,1522
5509,L100461,2022-08-08,927
5510,L101633,2022-08-08,571
5511,L101654,2022-08-08,1595
5512,L102626,2022-08-08,634
5513,L103178,2022-08-08,1161
5514,L100122,2022-08-08,1521
5515,L100094,2022-08-08,1254
5516,L101047,2022-08-08,770
5517,L102783,2022-08-08,711
5518,L102765,2022-08-08,620
5519,L100442,2022-08-09,604
5520,L100728,2022-08-09,842
5521,L103410,2022-08-09,1276
5522,L102298,2022-08-09,861
5523,L100449,2022-08-09,1012
5524,L102270,2022-08-09,928
5525,L101065,2022-08-09,729
5526,L100418,2022-08-09,1066
5527,L103083,2022-08-09,828
5528,L102784,2022-08-09,629
5529,L100514,2022-08-09,1060
5530,L101063,2022-08-09,984
5531,L101700,2022-08-09,815
5532,L101337,2022-08-09,74
5533,L100552,2022-08-09,651
5534,L103465,2022-08-09,920
5535,L100432,2022-08-09,1064
5536,L100456,2022-08-09,1144
5537,L103249,2022-08-09,409
5538,L103417,2022-08-09,1235
5539,L100471,2022-08-09,1090
5540,L100735,2022-08-09,870
5541,L100448,2022-08-09,1352
5542,L100444,2022-08-09,1147
5543,L101934,2022-08-09,811
5544,L100407,2022-08-09,1278
5545,L100468,2022-08-09,1131
5547,L102781,2022-08-09,439
5548,L103448,2022-08-09,973
5549,L101915,2022-08-09,1029
5550,L101020,2022-08-10,601
5551,L100412,2022-08-10,1187
5552,L103198,2022-08-10,1265
5553,L101654,2022-08-10,1456
5554,L102120,2022-08-10,1651
5555,L100488,2022-08-10,734
5556,L101334,2022-08-10,949
5557,L102589,2022-08-10,983
5558,L100106,2022-08-10,662
5559,L102629,2022-08-10,827
5560,L100447,2022-08-10,946
5561,L102102,2022-08-10,714
5562,L100400,2022-08-10,640
5563,L100151,2022-08-10,462
5564,L100453,2022-08-10,573
5565,L102801,2022-08-10,1105
5566,L100446,2022-08-10,805
5567,L103211,2022-08-10,607
5568,L101896,2022-08-10,1206
5569,L103074,2022-08-10,768
5570,L102581,2022-08-10,1131
5571,L101420,2022-08-10,1528
5572,L103103,2022-08-10,938
5573,L102560,2022-08-10,649
5574,L101303,2022-08-11,473
5575,L101939,2022-08-11,1766
5576,L102174,2022-08-11,1469
5577,L101338,2022-08-11,781
5578,L101032,2022-08-11,677
5579,L101107,2022-08-11,1442
5580,L101378,2022-08-11,1264
5581,L102761,2022-08-11,1522
5582,L101620,2022-08-11,816
5583,L101372,2022-08-11,592
5584,L101947,2022-08-11,882
5585,L102748,2022-08-11,1950
5586,L101388,2022-08-11,1206
5587,L102002,2022-08-11,886
5588,L103412,2022-08-11,1070
5589,L101325,2022-08-11,1000
5590,L100822,2022-08-11,614
5591,L100724,2022-08-11,611
5592,L103438,2022-08-11,1032
5593,L103419,2022-08-11,1214
5594,L101333,2022-08-11,364
5595,L102010,2022-08-11,951
5596,L101122,2022-08-11,277
5597,L102310,2022-08-11,920
5598,L101366,2022-08-11,1306
5599,L101023,2022-08-12,517
5600,L100750,2022-08-12,60
5601,L103101,2022-08-12,467
5602,L101987,2022-08-12,1327
5603,L102611,2022-08-12,308
5604,L100747,2022-08-12,1164
5605,L101915,2022-08-12,747
5606,L100492,2022-08-12,1400
5607,L100746,2022-08-12,542
5608,L103248,2022-08-12,1391
5609,L101372,2022-08-12,492
5610,L102344,2022-08-12,830
5611,L103397,2022-08-12,452
5612,L103183,2022-08-12,870
5613,L102794,2022-08-12,951
5614,L100780,2022-08-12,732
5615,L100779,2022-08-12,228
5616,L101344,2022-08-12,896
5617,L103115,2022-08-12,275
5618,L101674,2022-08-12,707
5619,L101300,2022-08-12,948
5620,L102122,2022-08-12,823
5621,L103429,2022-08-12,1327
5622,L100550,2022-08-12,703
5623,L100380,2022-08-12,1316
5624,L100162,2022-08-12,1296
5625,L101057,2022-08-12,391
5626,L100454,2022-08-13,1141
5627,L102741,2022-08-13,398
5628,L102811,2022-08-13,992
5629,L101317,2022-08-13,1191
5630,L101069,2022-08-13,974
5631,L103214,2022-08-13,1201
5632,L101095,2022-08-13,790
5633,L101902,2022-08-13,1157
5634,L103423,2022-08-13,767
5635,L101364,2022-08-13,1042
5636,L100731,2022-08-13,1463
5637,L100147,2022-08-13,966
5638,L101644,2022-08-13,1059
5639,L101063,2022-08-13,750
5640,L102324,2022-08-13,478
5641,L103115,2022-08-13,255
5642,L103203,2022-08-13,1442
5643,L100727,2022-08-13,1041
5644,L100428,2022-08-13,569
